competencia_id,ciclo_siglas,orden_global,etapa,bloque,modulo_codigo,modulo_nombre,titulo,descripcion,nivel_objetivo,obligatoria_roadmap_base,basico_antes_de_empezar,horas_estimadas,prerrequisitos_ids,criterios_superacion,evidencia_minima,umbral_superacion,aplicable_a,fuente_titulo_url,fuente_curriculo_url,tipo_criterio,ultima_revision
TSAF-ENG-001,TSAF,28,2_aplicacion,Inglés profesional,0179,Inglés profesional (GS),Comprender instrucciones y recursos profesionales en inglés,"Lee protocolos, fichas técnicas y mensajes y comunica consignas básicas.",1,sí,no,14,TSAF-BAS-004,Resume un protocolo en español || Da instrucciones básicas de ejercicio en inglés || Redacta un mensaje profesional breve,Ficha bilingüe de una sesión,Comprensible y sin errores que comprometan seguridad,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-EMP-001,TSAF,29,3_empleabilidad,Empleabilidad,1709|1710,Itinerario personal para la empleabilidad I y II,Preparar candidatura profesional en fitness y deporte,"Analiza funciones, límites, atención al cliente, componente comercial y evidencias requeridas.",2,sí,no,18,TSAF-SOC-001|TSAF-FIT-003,CV adaptado a un puesto real || Portfolio con dos sesiones y una valoración ficticia || Matriz de requisitos y límites profesionales,"CV, portfolio y matriz de brechas",Documentos adaptados y sin atribuciones profesionales incorrectas,empleo|prácticas|bolsa|formación_en_empresa,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-PRJ-001,TSAF,30,4_proyecto,Proyecto intermodular,1154,Proyecto intermodular de Acondicionamiento físico,Crear un programa integral de acondicionamiento físico,"Integra análisis de población, valoración, programación, seguridad, recursos, evaluación y comunicación.",3,sí,no,50,TSAF-VAL-003|TSAF-FIT-002|TSAF-GES-001|TSAF-SOC-001,"Define población, necesidad y límites || Programa sesiones y evaluación coherentes || Incluye seguridad, recursos, privacidad y calidad","Memoria, sesiones, instrumentos y presentación",Todos los bloques conectados y aplicables,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-PRJ-002,TSAF,31,4_proyecto,Proyecto intermodular,1154,Proyecto intermodular de Acondicionamiento físico,Presentar y defender una propuesta de servicio,"Expone necesidad, método, seguridad, resultados esperados, límites y viabilidad.",3,sí,no,8,TSAF-PRJ-001|TSAF-EMP-001,Presentación de 5 minutos estructurada || Incluye una demostración o material visual || Responde dudas sin exceder competencias,Vídeo o defensa grabada,"Mensaje claro, seguro y profesional",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-BAS-001,MP,1,0_antes_de_empezar,Competencia digital básica,PRE,Preparación previa,"Organizar archivos, cuentas y activos de una campaña","Gestiona documentos, imágenes, permisos, versiones y carpetas de forma profesional.",0,sí,sí,5,,Crea una estructura por campaña y canal || Nombra versiones y evita duplicados || Configura acceso y copia de seguridad,Carpeta de campaña ficticia organizada,3 de 3 criterios,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-BAS-002,MP,2,0_antes_de_empezar,Comunicación,PRE,Preparación previa,Redactar mensajes claros y orientados a una acción,"Distingue objetivo, público, propuesta de valor, tono y llamada a la acción.",0,sí,sí,8,,Redacta tres mensajes para públicos distintos || Mantiene una propuesta de valor concreta || Incluye llamada a la acción coherente,Tres piezas breves justificadas,Mensaje entendible en primera lectura,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-BAS-003,MP,3,0_antes_de_empezar,Cálculo y datos,PRE,Preparación previa,"Calcular porcentajes, costes y métricas básicas","Opera con porcentajes, tasas, variaciones, costes unitarios y ratios sin errores.",0,sí,sí,8,,"Calcula variación porcentual y tasa de conversión || Diferencia ingreso, coste, margen y beneficio || Usa referencias correctas en una hoja de cálculo",Hoja con 15 ejercicios resueltos,80 % de resultados correctos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-BAS-004,MP,4,0_antes_de_empezar,Pensamiento crítico,PRE,Preparación previa,"Evaluar fuentes y diferenciar dato, opinión e hipótesis","Comprueba origen, fecha, método, muestra y limitaciones antes de usar información.",0,sí,sí,6,,"Identifica autor, fecha y metodología || Distingue correlación de causalidad || Explica una limitación relevante",Ficha de evaluación de tres fuentes,Al menos 2 fuentes correctamente evaluadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-BAS-005,MP,5,0_antes_de_empezar,Negocio,PRE,Preparación previa,"Comprender cliente, problema y modelo de negocio","Relaciona segmento, necesidad, propuesta de valor, canal, ingreso y coste.",0,sí,sí,8,MP-BAS-002,Define un segmento concreto || Formula problema y propuesta sin generalidades || Identifica cómo se entrega y monetiza valor,Canvas simplificado de una pyme,"Coherencia entre cliente, problema y propuesta",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-FIN-001,MP,6,1_fundamentos,Gestión económica,0623,Gestión económica y financiera de la empresa,"Interpretar costes, presupuestos y viabilidad","Calcula costes, margen, punto de equilibrio, presupuesto y desviaciones de una acción.",1,sí,no,22,MP-BAS-003|MP-BAS-005,Clasifica costes fijos y variables || Calcula margen y punto de equilibrio || Compara presupuesto y resultado explicando desviaciones,Presupuesto de campaña con escenario base y alternativo,Cálculos correctos y supuestos visibles,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-FIN-002,MP,7,2_aplicacion,Gestión económica,0623,Gestión económica y financiera de la empresa,Evaluar inversión y retorno de marketing,"Relaciona objetivos, costes, ingresos atribuibles, riesgo y horizonte temporal.",2,sí,no,16,MP-FIN-001,Selecciona métrica de retorno adecuada || Explicita supuestos de atribución || Presenta recomendación con riesgo e incertidumbre,Caso ROI/ROAS con recomendación,Cálculos y límites correctamente explicados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-POL-001,MP,8,1_fundamentos,Estrategia,0930,Políticas de marketing,"Analizar mercado, competencia y situación","Recopila datos, segmenta el contexto y sintetiza amenazas, oportunidades y posición competitiva.",1,sí,no,24,MP-BAS-004|MP-BAS-005,Define mercado y competidores comparables || Usa datos con fuente y fecha || Prioriza hallazgos relevantes en un diagnóstico,Análisis de mercado y competencia,Fuentes trazables y conclusiones accionables,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-POL-002,MP,9,1_fundamentos,Estrategia,0930,Políticas de marketing,"Definir segmentación, posicionamiento y propuesta","Selecciona público, necesidades, diferenciación y mensaje central.",1,sí,no,20,MP-POL-001,Segmentos medibles y diferenciados || Target elegido con justificación || Posicionamiento y propuesta coherentes,"Ficha de segmento, buyer persona prudente y mapa de posicionamiento","Decisiones basadas en datos, no estereotipos",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-POL-003,MP,10,1_fundamentos,Estrategia,0930,Políticas de marketing,Construir un plan de marketing medible,"Define objetivos, estrategia, marketing mix, calendario, presupuesto, KPI y responsables.",2,sí,no,30,MP-POL-002|MP-FIN-001,"Objetivos específicos y medibles || Acciones conectadas con estrategia y público || KPI, presupuesto y calendario permiten seguimiento",Plan de marketing de 6 a 10 páginas,Trazabilidad completa de objetivo a métrica,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-INV-001,MP,11,1_fundamentos,Investigación comercial,1010,Investigación comercial,Diseñar una investigación de mercado,"Formula problema, objetivos, variables, fuentes y método de recogida.",1,sí,no,22,MP-BAS-004|MP-POL-001,Pregunta de investigación concreta || Método coherente con objetivo || Variables e indicadores definidos,Plan de investigación,"Problema, método y datos alineados",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-INV-002,MP,12,1_fundamentos,Investigación comercial,1010,Investigación comercial,Diseñar cuestionarios y muestras,"Construye instrumentos sin sesgos evidentes y define población, muestra y selección.",1,sí,no,20,MP-INV-001,Preguntas claras y no inductivas || Orden y escalas coherentes || Muestra y limitaciones justificadas,Cuestionario de máximo 12 preguntas y ficha de muestreo,Prueba piloto sin confusiones graves,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-CAM-001,MP,13,2_aplicacion,Trabajo de campo,1011,Trabajo de campo en la investigación comercial,Planificar y controlar trabajo de campo,"Define selección, formación, guion, control de calidad, incidencias y protección de datos.",2,sí,no,18,MP-INV-002,Crea instrucciones y guion de recogida || Define controles de calidad y respuesta a incidencias || Minimiza datos personales,Manual de campo y hoja de control,Proceso reproducible y ético,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DAT-001,MP,14,2_aplicacion,Análisis de datos,1010|1011,Investigación comercial y trabajo de campo,"Limpiar, analizar y visualizar datos","Corrige errores, codifica variables y obtiene tablas, gráficos y conclusiones.",2,sí,no,24,MP-INV-002|MP-BAS-003,Detecta duplicados y valores inválidos || Calcula indicadores adecuados || El gráfico responde a una pregunta y no distorsiona,"Dataset limpio, análisis y dashboard básico",Resultados reproducibles y conclusiones limitadas a los datos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-CLI-001,MP,15,1_fundamentos,Atención al cliente,1110,"Atención al cliente, consumidor y usuario","Atender consultas, quejas y reclamaciones","Escucha, registra, responde, deriva y cierra incidencias respetando derechos del consumidor.",1,sí,no,18,MP-BAS-002,"Identifica necesidad y emoción sin discutir || Registra hechos, plazos y responsable || Propone solución o derivación conforme al procedimiento",Role-play y registro de tres casos,Respuesta profesional y trazable,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-CRM-001,MP,16,2_aplicacion,Relación con clientes,1110|0931,Atención al cliente y marketing digital,"Gestionar contactos, leads y consentimiento en CRM","Configura etapas, propiedades, tareas y segmentación con minimización de datos.",2,sí,no,16,MP-CLI-001|MP-BAS-001,Define pipeline y criterios de etapa || Registra interacciones sin datos innecesarios || Mantiene consentimiento y baja,CRM ficticio con 10 contactos de prueba,Pipeline coherente y privacidad documentada,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIG-001,MP,17,1_fundamentos,Marketing digital,0931,Marketing digital,Planificar presencia web y conversión,"Define arquitectura, contenido, formularios, medición y recorrido de usuario.",2,sí,no,22,MP-POL-003|MP-BAS-001,"La web responde a objetivo y público || El recorrido incluye llamada y conversión medible || Incluye privacidad, accesibilidad y versión móvil",Wireframe y plan de medición de una landing,Flujo de conversión completo,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIG-002,MP,18,2_aplicacion,Marketing digital,0931,Marketing digital,Aplicar SEO y estrategia de contenidos,"Investiga intención, estructura contenido, metadatos, calendario y medición orgánica.",2,sí,no,22,MP-DIG-001|MP-POL-002,Selecciona temas e intención con evidencia || Crea contenido útil y estructurado || Define métricas y actualización,Cluster de contenido y pieza optimizada,Contenido responde a intención y tiene medición,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIG-003,MP,19,2_aplicacion,Marketing digital,0931,Marketing digital,Diseñar email marketing y automatizaciones,"Segmenta, crea secuencias, prueba asuntos y respeta consentimiento y baja.",2,sí,no,18,MP-CRM-001|MP-BAS-002,"Segmentación y disparador están definidos || Cada mensaje tiene objetivo y CTA || Incluye consentimiento, baja y control de frecuencia",Secuencia de bienvenida de 3 mensajes,Flujo coherente y legalmente prudente,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIG-004,MP,20,2_aplicacion,Marketing digital,0931,Marketing digital,Planificar publicidad digital,"Define objetivo, audiencia, creatividad, puja, presupuesto, conversión y experimento.",2,sí,no,24,MP-POL-003|MP-FIN-002,"Campaña alineada con objetivo y etapa del embudo || Audiencia y exclusiones justificadas || Presupuesto, KPI y regla de optimización definidos",Plan de campaña con tres anuncios,Métricas y decisiones de optimización explícitas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIG-005,MP,21,2_aplicacion,Marketing digital,0931,Marketing digital,"Medir adquisición, conversión y rendimiento","Configura eventos, UTM, embudos, dashboards y análisis con privacidad.",3,sí,no,22,MP-DIG-001|MP-DAT-001,Define eventos y conversiones relevantes || Usa nomenclatura UTM consistente || Distingue dato observado de atribución estimada,Plan de etiquetado y dashboard,Datos trazables y sin métricas de vanidad como único criterio,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIS-001,MP,22,1_fundamentos,Material de comunicación,1007,Diseño y elaboración de material de comunicación,Crear identidad visual y piezas coherentes,"Aplica jerarquía, tipografía, color, composición, formato y consistencia de marca.",1,sí,no,24,MP-BAS-002,Define reglas visuales mínimas || Adapta una idea a tres formatos || Mantiene legibilidad y derechos de uso de recursos,Mini sistema visual y tres piezas,Coherencia visual y archivos exportados correctamente,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIS-002,MP,23,2_aplicacion,Material de comunicación,1007,Diseño y elaboración de material de comunicación,Producir contenido audiovisual breve,"Planifica guion, grabación, edición, subtítulos, formatos y llamada a la acción.",2,sí,no,22,MP-DIS-001|MP-BAS-002,"Guion con objetivo y duración || Audio, encuadre y ritmo comprensibles || Incluye subtítulos y versión por canal",Vídeo de 30 a 60 segundos y archivos fuente,Mensaje claro y formato correcto,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-MED-001,MP,24,2_aplicacion,Medios,1008,Medios y soportes de comunicación,Construir un plan de medios,"Selecciona canales, formatos, cobertura, frecuencia, calendario, coste y medición.",2,sí,no,22,MP-POL-003|MP-FIN-001,Canales corresponden al público y objetivo || Presupuesto y calendario son viables || Define métricas y criterios de ajuste,Plan de medios con distribución presupuestaria,Decisiones justificadas con datos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-RRPP-001,MP,25,2_aplicacion,Relaciones públicas,1009,Relaciones públicas y organización de eventos de marketing,Planificar relaciones públicas y comunicación institucional,"Define públicos, mensajes, portavoces, materiales, medios y respuesta a incidencias.",2,sí,no,20,MP-POL-002|MP-BAS-002,Mapa de públicos y mensajes || Material de prensa coherente || Protocolo de respuesta ante incidencia,Dossier de prensa y plan de contacto,Mensajes consistentes y responsables definidos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-EVT-001,MP,26,2_aplicacion,Eventos,1009,Relaciones públicas y organización de eventos de marketing,Diseñar y evaluar un evento de marketing,"Define objetivo, público, experiencia, proveedores, permisos, cronograma, riesgos y métricas.",2,sí,no,26,MP-RRPP-001|MP-FIN-001,"Cronograma y responsabilidades completos || Presupuesto, proveedores y contingencias definidos || Métricas de asistencia, interacción y resultado",Dossier de evento,"Evento viable, medible y con contingencia",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-LAN-001,MP,27,2_aplicacion,Lanzamiento,1109,Lanzamiento de productos y servicios,Preparar el lanzamiento de un producto o servicio,"Integra insight, posicionamiento, oferta, canales, ventas, calendario y métricas.",3,sí,no,28,MP-POL-003|MP-DIG-004|MP-MED-001,"Define hipótesis y público de lanzamiento || Coordina contenido, medios y ventas || Incluye prueba, seguimiento y decisión posterior",Plan de lanzamiento de 30 días,"Acciones, responsables y métricas conectados",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-LEG-001,MP,28,2_aplicacion,Legal y ética,0931|1007|1110,"Marketing digital, material y atención","Aplicar privacidad, propiedad intelectual y publicidad responsable","Gestiona consentimiento, cookies, derechos de imagen, licencias y mensajes verificables.",2,sí,no,16,MP-BAS-004,Identifica base y finalidad de datos || Verifica licencias y autorizaciones de activos || Evita afirmaciones engañosas y documenta evidencia,Checklist legal aplicado a una campaña,Sin uso no autorizado ni recogida innecesaria,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-DIGI-001,MP,29,2_aplicacion,Digitalización,1665,Digitalización aplicada a los sectores productivos,Automatizar procesos de marketing con control,"Selecciona automatizaciones, integra herramientas y define supervisión, datos y métricas.",2,sí,no,14,MP-CRM-001|MP-DIG-005,"Mapea proceso actual y objetivo || Define disparadores, excepciones y revisión humana || Mide ahorro e impacto sin degradar experiencia",Flujo automatizado ficticio y ficha de control,Excepciones y privacidad contempladas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-SUS-001,MP,30,2_aplicacion,Sostenibilidad,1708,Sostenibilidad aplicada al sistema productivo,Aplicar sostenibilidad a campañas y eventos,"Reduce materiales, impactos y greenwashing y mejora accesibilidad e inclusión.",1,sí,no,8,,Identifica impactos principales || Propone acciones medibles y realistas || Revisa afirmaciones ambientales y accesibilidad,Checklist sostenible de campaña,Tres mejoras y ninguna afirmación no demostrable,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
